time,pitch_1 (°),roll_1 (°),range_1 (mm),pitch_2 (°),roll_2 (°),range_2 (mm)
2025/4/14 12:44:27,27.92,-0.17,24,161.48,-145.83,5
2025/4/14 12:44:30,27.82,-0.12,26,161.47,-145.97,4
2025/4/14 12:44:33,27.86,-0.13,24,161.44,-145.75,4
2025/4/14 12:44:39,27.93,-0.14,24,161.34,-145.89,5
2025/4/14 12:44:42,27.79,-0.13,25,161.34,-146.02,1
2025/4/14 12:44:45,27.83,-0.14,23,161.41,-145.87,4
2025/4/14 12:44:48,27.82,-0.05,22,161.38,-145.98,3
2025/4/14 12:44:51,27.86,-0.06,22,161.45,-145.99,4
2025/4/14 12:44:54,27.83,-0.09,22,161.35,-146.06,4
2025/4/14 12:44:57,27.73,-0.09,24,161.38,-145.91,4
2025/4/14 12:45:00,27.89,0.01,24,161.48,-145.91,4
2025/4/14 12:45:03,27.78,-0.02,24,161.41,-145.88,4
2025/4/14 12:45:06,27.89,-0.06,23,161.51,-145.96,5
2025/4/14 12:45:09,27.94,-0.12,24,161.34,-145.93,1
2025/4/14 12:45:12,27.8,-0.05,23,161.41,-145.97,3
2025/4/14 12:45:15,27.81,-0.03,23,161.41,-145.95,6
2025/4/14 12:45:18,27.81,-0.08,24,161.4,-145.84,3
2025/4/14 12:45:21,27.77,-0.12,22,161.47,-145.85,3
2025/4/14 12:45:24,27.73,-0.07,24,161.63,-145.82,2
2025/4/14 12:45:27,27.85,-0.06,24,161.48,-145.86,4
2025/4/14 12:45:30,27.74,-0.12,24,161.45,-145.95,4
2025/4/14 12:45:33,27.67,-0.07,24,161.15,-146.74,3
2025/4/14 12:45:36,28.02,-0.13,22,161.51,-146.59,5
2025/4/14 12:45:39,27.88,-0.07,24,161.38,-146.58,3
2025/4/14 12:45:42,27.68,-0.06,26,161.4,-146.62,5
2025/4/14 12:45:45,28.02,-0.1,26,161.42,-146.61,1
2025/4/14 12:45:48,27.89,-0.05,24,161.34,-146.61,3
2025/4/14 12:45:51,27.78,-0.13,24,161.34,-146.58,3
2025/4/14 12:45:54,27.88,-0.08,23,161.51,-146.62,5
2025/4/14 12:45:57,27.82,-0.09,27,161.42,-146.67,3
2025/4/14 12:46:00,27.85,-0.05,23,161.33,-146.7,5
2025/4/14 12:46:03,27.8,-0.15,24,161.48,-146.59,5
2025/4/14 12:46:06,27.8,-0.04,26,161.43,-146.57,5
2025/4/14 12:46:09,27.79,-0.12,24,161.43,-146.55,7
2025/4/14 12:46:12,27.79,-0.05,25,161.41,-146.51,4
2025/4/14 12:46:15,27.84,-0.01,24,161.44,-146.71,3
2025/4/14 12:46:18,27.76,-0.04,22,161.45,-146.69,6
2025/4/14 12:46:21,27.74,-0.12,26,161.42,-146.66,3
2025/4/14 12:46:24,27.71,-0.05,25,161.47,-146.65,5
2025/4/14 12:46:27,27.88,-0.04,26,161.44,-146.58,5
2025/4/14 12:46:30,27.85,-0.06,24,161.32,-146.53,3
2025/4/14 12:46:33,27.86,-0.05,26,161.37,-146.56,4
2025/4/14 12:46:36,27.68,-0.02,25,161.45,-146.65,3
2025/4/14 12:46:40,27.82,-0.05,24,161.53,-146.57,2
2025/4/14 12:46:43,27.8,-0.1,24,161.46,-146.67,4
2025/4/14 12:46:46,27.74,-0.06,24,161.33,-146.65,4
2025/4/14 12:46:49,27.86,-0.09,22,161.48,-146.46,3
2025/4/14 12:46:52,27.74,-0.05,25,161.41,-146.58,4
2025/4/14 12:46:55,27.75,-0.17,23,161.4,-146.77,4
2025/4/14 12:46:58,27.77,-0.1,25,161.43,-146.52,5
2025/4/14 12:47:01,27.79,-0.09,23,161.48,-146.61,3
2025/4/14 12:47:04,27.72,-0.06,22,161.38,-146.53,3
2025/4/14 12:47:07,27.81,0.05,25,161.43,-146.67,2
2025/4/14 12:47:10,27.75,-0.12,24,161.28,-146.53,3
2025/4/14 12:47:13,27.82,-0.05,25,161.09,-146.61,4
2025/4/14 12:47:16,27.85,-0.05,25,161.39,-146.55,3
2025/4/14 12:47:19,27.75,-0.14,24,161.32,-146.53,4
2025/4/14 12:47:22,27.76,-0.06,24,161.52,-146.59,4
2025/4/14 12:47:25,27.81,-0.06,22,161.4,-146.65,4
2025/4/14 12:47:28,27.75,-0.06,24,161.57,-146.51,6
2025/4/14 12:47:31,27.76,-0.08,24,161.52,-146.59,4
2025/4/14 12:47:34,27.83,0.05,23,161.5,-146.52,4
2025/4/14 12:47:37,27.89,-0.05,25,161.36,-146.6,3
2025/4/14 12:47:40,27.85,-0.04,24,161.37,-146.55,6
2025/4/14 12:47:43,27.73,-0.18,25,161.42,-146.6,5
2025/4/14 12:47:46,27.71,-0.15,24,161.31,-146.62,4
2025/4/14 12:47:49,27.83,-0.03,23,161.46,-146.56,3
2025/4/14 12:47:52,27.76,-0.11,23,161.51,-146.65,4
2025/4/14 12:47:55,27.78,-0.18,24,161.44,-146.59,5
2025/4/14 12:47:58,27.8,-0.11,23,161.5,-146.61,4
2025/4/14 12:48:01,27.73,-0.03,25,161.49,-146.53,3
2025/4/14 12:48:04,27.8,-0.12,23,161.46,-146.64,5
2025/4/14 12:48:07,27.77,-0.11,24,161.51,-146.6,4
2025/4/14 12:48:10,27.8,-0.04,24,161.57,-146.6,4
2025/4/14 12:48:13,27.73,-0.06,23,161.43,-146.57,2
2025/4/14 12:48:16,27.84,-0.06,22,161.45,-146.69,4
2025/4/14 12:48:19,27.77,-0.1,24,161.39,-146.56,4
2025/4/14 12:48:22,27.87,-0.07,24,161.54,-146.64,3
2025/4/14 12:48:25,27.94,-0.07,24,161.22,-146.64,3
2025/4/14 12:48:28,27.94,-0.07,24,161.31,-146.71,6
2025/4/14 12:48:31,27.88,-0.15,23,161.3,-146.48,4
2025/4/14 12:48:34,27.89,-0.11,23,161.36,-146.45,5
2025/4/14 12:48:37,27.79,-0.13,25,161.39,-146.65,4
2025/4/14 12:48:40,27.88,-0.15,24,161.46,-146.59,3
2025/4/14 12:48:43,27.91,-0.2,25,161.35,-146.6,4
2025/4/14 12:48:46,27.84,-0.12,24,161.4,-146.65,1
2025/4/14 12:48:49,27.97,-0.19,22,161.34,-146.41,4
2025/4/14 12:48:52,27.72,-0.06,23,161.36,-146.48,5
2025/4/14 12:48:55,27.97,-0.09,24,161.48,-146.54,6
2025/4/14 12:48:58,27.89,-0.1,25,161.31,-146.61,3
2025/4/14 12:49:01,27.84,-0.15,23,161.24,-146.53,5
2025/4/14 12:49:04,27.86,-0.15,22,161.37,-146.53,5
2025/4/14 12:49:07,27.86,-0.13,23,161.33,-146.69,6
2025/4/14 12:49:10,27.79,-0.23,25,161.42,-146.65,3
2025/4/14 12:49:13,27.85,-0.11,24,161.35,-146.54,3
2025/4/14 12:49:16,27.92,-0.19,24,161.34,-146.5,3
2025/4/14 12:49:19,27.78,-0.18,25,161.36,-146.49,6
2025/4/14 12:49:22,27.97,-0.22,24,161.44,-146.63,4
2025/4/14 12:49:25,27.92,-0.22,24,161.29,-146.63,4
2025/4/14 12:49:28,27.91,-0.16,24,161.47,-146.56,3
2025/4/14 12:49:31,27.76,-0.16,24,161.26,-146.59,4
2025/4/14 12:49:34,27.9,-0.06,23,161.46,-146.6,5
2025/4/14 12:49:37,27.94,-0.11,22,161.43,-146.51,5
2025/4/14 12:49:40,27.93,-0.13,24,161.37,-146.51,6
2025/4/14 12:49:43,27.9,-0.07,24,161.5,-146.57,6
2025/4/14 12:49:46,27.83,-0.1,23,161.48,-146.66,4
2025/4/14 12:49:49,27.9,-0.14,23,161.51,-146.63,3
2025/4/14 12:49:52,27.92,-0.07,23,161.48,-146.51,4
2025/4/14 12:49:55,27.86,-0.09,22,161.35,-146.53,4
2025/4/14 12:49:58,27.88,-0.1,26,161.53,-146.63,3
2025/4/14 12:50:01,27.86,-0.01,23,161.49,-146.52,3
2025/4/14 12:50:04,27.88,-0.04,24,161.52,-146.55,4
2025/4/14 12:50:07,27.88,-0.08,23,161.4,-146.62,3
2025/4/14 12:50:10,27.84,-0.14,22,161.33,-146.7,3
2025/4/14 12:50:13,27.92,-0.17,23,161.35,-146.59,1
2025/4/14 12:50:16,27.88,-0.28,23,161.22,-146.69,5
2025/4/14 12:50:19,27.78,-0.21,24,161.6,-146.69,3
2025/4/14 12:50:22,27.92,-0.21,25,161.48,-145.98,5
2025/4/14 12:50:25,27.75,-0.13,23,161.99,-146.59,6
2025/4/14 12:50:28,27.89,-0.17,22,161.81,-146.69,4
2025/4/14 12:50:31,27.88,-0.09,25,161.29,-146.46,4
2025/4/14 12:50:34,27.88,-0.07,23,161.66,-146.56,3
2025/4/14 12:50:37,27.86,-0.2,23,161.58,-146.57,1
2025/4/14 12:50:40,27.85,-0.17,22,161.65,-146.65,3
2025/4/14 12:50:43,27.88,-0.28,24,161.64,-146.63,4
2025/4/14 12:50:46,27.81,-0.25,22,161.53,-146.51,3
2025/4/14 12:50:49,27.8,-0.25,24,161.47,-146.61,4
2025/4/14 12:50:52,27.86,-0.22,23,161.65,-146.55,3
2025/4/14 12:50:55,27.75,-0.22,25,161.74,-146,5
2025/4/14 12:50:58,27.92,-0.17,23,161.73,-146.79,4
2025/4/14 12:51:01,27.78,-0.21,22,161.61,-146.53,5
2025/4/14 12:51:04,27.48,-0.07,22,162.09,-146.1,4
2025/4/14 12:51:07,27.99,-0.16,22,161.52,-146.72,4
2025/4/14 12:51:10,27.88,-0.23,23,161.17,-146.62,5
2025/4/14 12:51:13,27.87,-0.31,24,161.66,-146.6,6
2025/4/14 12:51:16,27.8,-0.27,23,161.8,-146.79,3
2025/4/14 12:51:19,27.9,-0.37,22,161.44,-146.68,4
2025/4/14 12:51:22,27.73,-0.39,24,161.68,-146.62,3
2025/4/14 12:51:25,27.83,-0.23,23,161.67,-146.59,5
2025/4/14 12:51:28,27.78,-0.29,25,161.46,-146.59,2
2025/4/14 12:51:31,27.94,-0.31,25,162.02,-147.16,4
2025/4/14 12:51:34,27.94,-0.36,20,161.68,-146.73,5
2025/4/14 12:51:37,27.98,-0.42,19,161.54,-146.19,4
2025/4/14 12:51:40,27.52,-0.39,22,161.62,-146.55,3
2025/4/14 12:51:43,27.84,-0.23,23,161.67,-146.2,5
2025/4/14 12:51:46,27.92,-0.3,25,161.67,-146.59,4
2025/4/14 12:51:49,28.02,-0.27,25,161.54,-146.53,5
2025/4/14 12:51:52,27.89,-0.32,23,161.69,-146.58,3
2025/4/14 12:51:55,27.83,-0.27,23,161.64,-146.57,2
2025/4/14 12:51:58,27.85,-0.34,23,161.69,-146.75,5
2025/4/14 12:52:01,28.13,-0.45,24,161.33,-146.64,3
2025/4/14 12:52:04,27.83,-0.37,23,161.57,-146.58,7
2025/4/14 12:52:07,28.11,-0.51,24,161.78,-146.43,5
2025/4/14 12:52:10,27.76,-0.28,24,161.75,-146.56,6
2025/4/14 12:52:13,27.94,-0.28,23,161.62,-146.6,3
2025/4/14 12:52:16,27.86,-0.23,24,161.56,-146.69,4
2025/4/14 12:52:19,27.93,-0.42,26,161.47,-146.6,5
2025/4/14 12:52:22,28.05,-0.4,24,161.62,-146.73,4
2025/4/14 12:52:25,27.83,-0.33,24,161.69,-146.34,5
2025/4/14 12:52:28,27.81,-0.1,24,161.8,-146.48,4
2025/4/14 12:52:31,27.88,-0.33,23,161.95,-145.91,1
2025/4/14 12:52:34,27.89,-0.28,24,161.77,-145.93,2
2025/4/14 12:52:37,27.93,-0.41,25,161.64,-146.57,3
2025/4/14 12:52:40,27.85,-0.4,25,161.73,-146.46,3
2025/4/14 12:52:43,27.93,-0.32,24,161.74,-146.58,3
2025/4/14 12:52:46,27.96,-0.26,26,161.65,-146.56,1
2025/4/14 12:52:49,27.79,-0.33,23,161.68,-146.53,4
2025/4/14 12:52:52,27.88,-0.21,25,161.83,-146.6,3
2025/4/14 12:52:55,27.82,-0.21,23,161.61,-146.53,5
2025/4/14 12:52:58,27.97,-0.27,23,161.72,-146.58,3
2025/4/14 12:53:01,27.91,-0.34,23,161.7,-146.62,4
2025/4/14 12:53:04,27.98,-0.43,25,161.74,-146.7,5
2025/4/14 12:53:07,27.81,-0.31,24,161.77,-146.52,4
2025/4/14 12:53:10,27.96,-0.31,23,161.76,-146.58,4
2025/4/14 12:53:13,27.78,-0.24,24,161.82,-146.5,5
2025/4/14 12:53:16,27.94,-0.36,22,161.83,-146.54,5
2025/4/14 12:53:19,27.98,-0.36,23,161.84,-146.59,3
2025/4/14 12:53:22,27.85,-0.3,23,161.86,-146.52,4
2025/4/14 12:53:25,27.79,-0.3,23,161.85,-146.52,4
2025/4/14 12:53:28,27.92,-0.27,24,161.8,-146.63,4
2025/4/14 12:53:31,27.94,-0.35,23,161.89,-146.55,5
2025/4/14 12:53:34,27.78,-0.13,23,161.87,-146.63,5
2025/4/14 12:53:37,27.8,-0.28,24,161.81,-146.58,5
2025/4/14 12:53:40,27.88,-0.36,25,161.77,-146.54,8
2025/4/14 12:53:43,27.81,-0.21,23,161.97,-146.59,4
2025/4/14 12:53:46,27.8,-0.21,24,161.85,-146.54,4
2025/4/14 12:53:49,27.93,-0.27,22,161.79,-146.59,4
2025/4/14 12:53:52,27.84,-0.32,24,161.78,-146.64,3
2025/4/14 12:53:55,27.86,-0.21,24,161.53,-146.66,6
2025/4/14 12:53:58,27.94,-0.28,21,161.84,-146.56,3
2025/4/14 12:54:01,27.84,-0.25,24,161.85,-146.53,5
2025/4/14 12:54:04,27.84,-0.29,25,161.89,-146.48,6
2025/4/14 12:54:07,27.89,-0.31,23,161.67,-146.6,4
2025/4/14 12:54:10,27.81,-0.29,23,161.72,-146.5,6
2025/4/14 12:54:13,27.89,-0.16,23,161.75,-146.56,6
2025/4/14 12:54:16,27.76,-0.28,24,161.78,-146.71,4
2025/4/14 12:54:19,27.84,-0.18,24,161.8,-146.49,4
2025/4/14 12:54:22,27.93,-0.39,23,161.8,-146.62,2
2025/4/14 12:54:25,27.85,-0.25,25,161.79,-146.61,3
2025/4/14 12:54:28,27.83,-0.28,24,161.79,-146.54,2
2025/4/14 12:54:31,27.84,-0.35,22,161.77,-146.53,5
2025/4/14 12:54:34,27.92,-0.25,25,161.79,-146.62,4
2025/4/14 12:54:37,27.67,-0.13,23,161.72,-146.5,4
2025/4/14 12:54:40,27.88,-0.41,23,161.76,-146.48,3
2025/4/14 12:54:43,27.8,-0.17,23,161.72,-146.46,3
2025/4/14 12:54:46,27.96,-0.19,22,161.71,-146.35,2
2025/4/14 12:54:49,27.9,-0.15,25,161.76,-146.62,3
2025/4/14 12:54:52,27.89,-0.37,24,161.86,-146.56,4
2025/4/14 12:54:55,27.92,-0.25,23,161.91,-146.58,4
2025/4/14 12:54:58,27.95,-0.23,23,161.86,-146.58,3
2025/4/14 12:55:01,27.86,-0.36,25,161.89,-146.52,7
2025/4/14 12:55:04,27.88,-0.19,23,161.84,-146.58,3
2025/4/14 12:55:07,27.87,-0.33,26,161.91,-146.57,3
2025/4/14 12:55:10,27.88,-0.31,24,161.96,-146.57,5
2025/4/14 12:55:13,27.86,-0.26,23,161.83,-146.63,2
2025/4/14 12:55:16,27.83,-0.19,24,161.78,-146.54,4
2025/4/14 12:55:19,27.83,-0.22,23,161.87,-146.53,4
2025/4/14 12:55:22,27.92,-0.44,25,161.57,-146.63,3
2025/4/14 12:55:25,28.05,-0.39,22,161.5,-146.58,5
2025/4/14 12:55:28,28.04,-0.28,24,161.47,-146.51,4
2025/4/14 12:55:31,28.02,-0.29,24,161.51,-146.59,3
2025/4/14 12:55:34,27.96,-0.41,24,161.46,-146.61,3
2025/4/14 12:55:37,27.97,-0.49,23,161.57,-146.49,4
2025/4/14 12:55:40,28.06,-0.48,25,161.44,-146.66,5
2025/4/14 12:55:43,27.83,-0.35,23,161.82,-146.62,2
2025/4/14 12:55:46,27.67,-0.26,24,161.95,-146.43,2
2025/4/14 12:55:49,27.96,-0.38,24,161.28,-146.65,3
2025/4/14 12:55:52,27.99,-0.4,23,161.56,-146.58,5
2025/4/14 12:55:55,27.93,-0.35,24,161.6,-146.66,4
2025/4/14 12:55:58,27.98,-0.47,23,161.6,-146.56,5
2025/4/14 12:56:01,27.91,-0.37,25,161.64,-146.65,4
2025/4/14 12:56:04,27.99,-0.41,24,161.66,-146.66,4
2025/4/14 12:56:07,27.97,-0.38,24,161.69,-146.7,5
2025/4/14 12:56:10,27.96,-0.28,26,161.67,-146.67,6
2025/4/14 12:56:13,27.9,-0.38,23,161.58,-146.58,3
2025/4/14 12:56:16,27.93,-0.47,23,161.62,-146.67,4
2025/4/14 12:56:19,27.95,-0.3,22,161.6,-146.54,3
2025/4/14 12:56:22,27.94,-0.36,25,161.66,-146.52,3
2025/4/14 12:56:25,27.98,-0.33,24,161.61,-146.56,4
2025/4/14 12:56:28,27.98,-0.25,23,161.65,-146.64,1
2025/4/14 12:56:31,27.94,-0.34,24,161.71,-146.52,4
2025/4/14 12:56:34,27.83,-0.34,25,161.73,-146.69,3
2025/4/14 12:56:37,27.95,-0.31,24,161.61,-146.33,4
2025/4/14 12:56:40,27.9,-0.44,23,161.68,-146.24,3
2025/4/14 12:56:43,27.87,-0.35,23,161.61,-146.52,5
2025/4/14 12:56:46,27.89,-0.39,23,161.5,-146.48,4
2025/4/14 12:56:49,27.91,-0.4,23,161.6,-146.58,5
2025/4/14 12:56:52,27.99,-0.35,24,161.72,-146.59,3
2025/4/14 12:56:55,27.94,-0.5,24,161.66,-146.71,4
2025/4/14 12:56:58,27.98,-0.38,25,161.66,-146.66,2
2025/4/14 12:57:01,27.93,-0.32,24,161.65,-146.69,3
2025/4/14 12:57:04,27.95,-0.37,24,161.66,-146.66,7
2025/4/14 12:57:07,27.97,-0.38,24,161.61,-146.65,5
2025/4/14 12:57:10,27.64,-0.27,23,162.16,-146.7,6
2025/4/14 12:57:13,28.24,-0.51,24,162.44,-146.56,4
2025/4/14 12:57:16,27.98,-0.29,23,161.83,-146.64,6
2025/4/14 12:57:19,27.92,-0.35,24,161.72,-146.55,3
2025/4/14 12:57:22,27.91,-0.28,23,161.73,-146.47,4
2025/4/14 12:57:25,27.8,-0.3,23,161.8,-146.63,5
2025/4/14 12:57:28,27.9,-0.33,24,161.77,-146.5,5
2025/4/14 12:57:31,27.93,-0.33,24,161.79,-146.51,1
2025/4/14 12:57:34,27.77,-0.34,23,161.82,-146.58,2
2025/4/14 12:57:37,27.91,-0.46,25,161.78,-146.56,4
2025/4/14 12:57:40,27.86,-0.35,25,161.73,-146.49,7
2025/4/14 12:57:43,27.72,-0.31,25,161.98,-146.71,5
2025/4/14 12:57:46,27.82,-0.32,22,161.74,-146.57,3
2025/4/14 12:57:49,27.79,-0.34,22,161.87,-146.6,2
2025/4/14 12:57:52,27.9,-0.27,23,161.88,-146.63,4
2025/4/14 12:57:55,27.91,-0.44,24,161.69,-146.45,2
2025/4/14 12:57:58,27.9,-0.31,24,161.75,-146.63,3
2025/4/14 12:58:01,27.88,-0.38,24,161.82,-146.73,5
2025/4/14 12:58:04,27.78,-0.53,23,161.77,-146.74,3
2025/4/14 12:58:07,27.91,-0.38,23,161.75,-146.6,5
2025/4/14 12:58:10,27.79,-0.43,22,161.84,-146.68,5
2025/4/14 12:58:13,27.76,-0.47,22,161.79,-146.63,4
2025/4/14 12:58:16,27.85,-0.42,22,161.77,-146.51,4
2025/4/14 12:58:19,27.86,-0.36,21,161.78,-146.53,4
2025/4/14 12:58:22,27.85,-0.38,23,161.8,-146.59,6
2025/4/14 12:58:25,27.73,-0.27,22,161.85,-146.6,4
2025/4/14 12:58:28,27.89,-0.34,23,161.73,-146.49,5
2025/4/14 12:58:31,27.83,-0.36,22,161.81,-146.72,5
2025/4/14 12:58:34,27.78,-0.36,23,161.39,-146.56,2
2025/4/14 12:58:38,27.89,-0.25,23,161.92,-146.62,3
2025/4/14 12:58:41,27.89,-0.27,25,162.02,-146.6,4
2025/4/14 12:58:44,27.85,-0.45,23,161.92,-146.68,2
2025/4/14 12:58:47,27.88,-0.31,23,161.82,-146.43,4
2025/4/14 12:58:50,27.81,-0.31,23,161.8,-146.5,3
2025/4/14 12:58:53,27.69,-0.29,22,161.73,-146.73,6
2025/4/14 12:58:56,27.81,-0.31,25,161.78,-146.59,4
2025/4/14 12:58:59,27.81,-0.29,24,161.88,-146.68,5
2025/4/14 12:59:02,27.88,-0.34,21,161.81,-146.54,5
2025/4/14 12:59:05,27.8,-0.34,23,161.87,-146.55,4
2025/4/14 12:59:08,27.85,-0.31,24,161.83,-146.5,3
2025/4/14 12:59:11,27.82,-0.43,23,161.93,-146.55,5
2025/4/14 12:59:14,27.82,-0.39,24,161.81,-146.57,3
2025/4/14 12:59:17,27.32,-0.26,23,161.9,-146.6,5
2025/4/14 12:59:20,28.01,-0.44,25,161.72,-146.45,5
2025/4/14 12:59:23,27.85,-0.49,23,161.81,-146.48,4
2025/4/14 12:59:26,27.86,-0.33,24,161.79,-146.57,5
2025/4/14 12:59:29,27.89,-0.25,23,161.84,-146.53,7
2025/4/14 12:59:32,28,-0.4,24,161.86,-146.62,2
2025/4/14 12:59:35,27.87,-0.32,25,161.85,-146.6,4
2025/4/14 12:59:38,27.85,-0.37,24,161.92,-146.63,5
2025/4/14 12:59:41,27.51,-0.18,22,162.03,-146.68,4
2025/4/14 12:59:44,27.74,-0.37,21,161.98,-146.53,3
2025/4/14 12:59:47,27.86,-0.28,23,161.58,-146.59,5
2025/4/14 12:59:50,27.85,-0.42,22,161.72,-146.62,6
2025/4/14 12:59:53,27.92,-0.4,23,161.8,-146.56,4
2025/4/14 12:59:56,27.93,-0.39,22,161.76,-146.58,3
2025/4/14 12:59:59,28.04,-0.46,24,161.61,-146.6,4
2025/4/14 13:00:02,27.96,-0.36,22,161.76,-146.49,3
2025/4/14 13:00:05,27.83,-0.42,21,161.54,-146.56,3
2025/4/14 13:00:08,27.78,-0.28,24,162.05,-146.52,5
2025/4/14 13:00:11,27.78,-0.33,23,162.01,-146.56,7
2025/4/14 13:00:14,27.87,-0.44,23,161.73,-146.91,2
2025/4/14 13:00:17,27.74,-0.4,24,161.94,-146.88,4
2025/4/14 13:00:20,27.87,-0.29,24,162.04,-146.66,4
2025/4/14 13:00:23,27.9,-0.38,24,161.89,-146.76,3
2025/4/14 13:00:26,27.76,-0.31,25,161.77,-146.79,4
2025/4/14 13:00:29,27.88,-0.54,24,161.83,-146.77,4
2025/4/14 13:00:32,27.8,-0.46,23,161.76,-146.85,5
2025/4/14 13:00:35,27.83,-0.41,23,161.75,-146.85,3
2025/4/14 13:00:38,28.05,-0.52,23,161.49,-146.69,5
2025/4/14 13:00:41,27.89,-0.37,23,161.92,-146.81,4
2025/4/14 13:00:44,27.91,-0.38,24,161.75,-146.82,5
2025/4/14 13:00:47,27.91,-0.28,23,161.69,-146.73,5
2025/4/14 13:00:50,27.83,-0.44,23,161.79,-146.81,5
2025/4/14 13:00:53,27.85,-0.37,23,161.75,-146.81,3
2025/4/14 13:00:56,27.99,-0.35,23,161.78,-146.63,4
2025/4/14 13:00:59,27.97,-0.4,24,161.77,-146.72,2
2025/4/14 13:01:02,27.78,-0.34,24,161.77,-146.78,5
2025/4/14 13:01:05,27.9,-0.32,23,161.75,-146.83,4
2025/4/14 13:01:08,27.86,-0.44,21,161.73,-146.82,6
2025/4/14 13:01:11,27.87,-0.49,25,161.72,-146.71,3
2025/4/14 13:01:14,27.82,-0.43,24,161.79,-146.86,5
2025/4/14 13:01:17,27.92,-0.44,23,161.84,-146.88,6
2025/4/14 13:01:20,27.88,-0.38,25,161.67,-146.81,5
2025/4/14 13:01:23,27.85,-0.45,25,161.77,-146.87,4
2025/4/14 13:01:26,27.89,-0.34,25,161.73,-146.78,6
2025/4/14 13:01:29,27.86,-0.3,22,161.77,-146.82,3
2025/4/14 13:01:48,27.9,-0.32,22,161.68,-146.7,6
2025/4/14 13:01:51,27.87,-0.35,22,161.71,-146.73,7
2025/4/14 13:01:54,27.99,-0.3,25,161.7,-146.72,4
2025/4/14 13:01:57,27.81,-0.32,23,161.82,-146.86,2
2025/4/14 13:02:01,27.84,-0.27,23,161.95,-147.18,3
2025/4/14 13:02:04,27.94,-0.33,24,161.77,-146.69,3
2025/4/14 13:02:07,27.8,-0.35,23,161.63,-146.72,5
2025/4/14 13:02:10,28.04,-0.38,24,161.79,-147.01,3
2025/4/14 13:02:13,28.02,-0.44,24,161.68,-146.68,4
2025/4/14 13:02:16,27.96,-0.36,24,161.77,-146.81,4
2025/4/14 13:02:19,27.71,-0.29,23,162.05,-146.63,4
2025/4/14 13:02:22,27.75,-0.37,23,162.1,-146.68,7
2025/4/14 13:02:25,27.71,-0.26,22,163.59,-146.7,4
2025/4/14 13:02:28,27.8,-0.41,24,162.03,-146.81,4
2025/4/14 13:02:31,27.78,-0.31,23,162.05,-146.66,4
2025/4/14 13:02:34,27.7,-0.38,25,162.23,-146.7,5
2025/4/14 13:02:37,27.82,-0.38,21,162.08,-146.75,4
2025/4/14 13:02:40,27.84,-0.34,22,162.09,-146.67,3
2025/4/14 13:02:43,27.74,-0.39,23,162.11,-146.8,5
2025/4/14 13:02:46,27.65,-0.33,23,162.27,-146.75,2
2025/4/14 13:02:49,27.73,-0.38,22,162.24,-146.66,7
2025/4/14 13:02:52,27.73,-0.33,25,162.13,-146.66,5
2025/4/14 13:02:55,27.97,-0.46,26,162.24,-146.75,4
2025/4/14 13:02:58,27.68,-0.38,23,162.13,-146.83,5
2025/4/14 13:03:01,27.77,-0.38,24,162.23,-146.78,5
2025/4/14 13:03:04,27.71,-0.36,24,162.08,-146.73,3
2025/4/14 13:03:07,27.75,-0.43,24,162.1,-146.69,4
2025/4/14 13:03:10,27.8,-0.42,24,162.27,-146.83,5
2025/4/14 13:03:13,27.7,-0.35,25,162.06,-146.64,6
2025/4/14 13:03:16,27.73,-0.32,24,162.26,-146.74,4
2025/4/14 13:03:19,27.73,-0.3,26,162.02,-146.6,4
2025/4/14 13:03:22,27.83,-0.46,23,162.19,-146.95,5
2025/4/14 13:03:25,27.68,-0.24,25,162.13,-146.72,6
2025/4/14 13:03:28,27.79,-0.45,26,162.11,-146.73,4
2025/4/14 13:03:31,27.88,-0.37,26,162.06,-146.96,4
2025/4/14 13:03:34,27.66,-0.47,26,162.27,-146.87,5
2025/4/14 13:08:04,27.92,-0.38,25,161.92,-146.91,5
2025/4/14 13:08:07,27.92,-0.38,24,161.98,-146.74,6
2025/4/14 13:08:10,27.9,-0.47,24,162.51,-146.91,6
2025/4/14 13:08:13,27.56,-0.39,24,162.37,-146.72,3
2025/4/14 13:08:16,27.74,-0.42,23,162.4,-146.72,5
2025/4/14 13:08:19,27.76,-0.41,24,162.5,-146.92,4
2025/4/14 13:08:22,27.77,-0.36,25,162.26,-146.78,3
2025/4/14 13:08:25,27.79,-0.55,25,162.5,-146.7,4
2025/4/14 13:08:28,27.82,-0.45,24,162.16,-146.81,4
2025/4/14 13:08:31,27.8,-0.39,25,162.22,-146.7,4
2025/4/14 13:08:34,27.8,-0.48,26,162.05,-146.75,4
2025/4/14 13:08:37,27.74,-0.45,23,162.09,-146.78,7
2025/4/14 13:08:40,27.77,-0.27,25,162.12,-146.88,4
2025/4/14 13:08:43,27.81,-0.42,25,162.08,-146.81,6
2025/4/14 13:08:46,27.83,-0.36,23,162.15,-146.67,4
2025/4/14 13:08:49,27.91,-0.44,25,162.13,-146.69,3
2025/4/14 13:08:52,27.8,-0.27,24,162.07,-146.8,2
2025/4/14 13:08:55,27.8,-0.43,24,162.09,-146.77,4
2025/4/14 13:08:58,27.86,-0.46,26,162.17,-146.91,7
2025/4/14 13:09:01,27.84,-0.27,24,162.09,-146.89,4
2025/4/14 13:09:04,27.84,-0.47,25,162.11,-146.73,4
2025/4/14 13:09:07,27.93,-0.45,24,162.1,-146.82,3
